Rule
Allow TCP traffic on port 1
Allow TCP traffic on port 2
Allow TCP traffic on port 5
Allow TCP traffic on port 6
Allow TCP traffic on port 7
Allow TCP traffic on port 9
Allow TCP traffic on port 11
Allow TCP traffic on port 12
Allow TCP traffic on port 13
Allow TCP traffic on port 14
Allow TCP traffic on port 19
Allow TCP traffic on port 21
Allow TCP traffic on port 22
Allow TCP traffic on port 23
Allow TCP traffic on port 24
Allow TCP traffic on port 26
Allow TCP traffic on port 27
Allow TCP traffic on port 28
Allow TCP traffic on port 29
Allow TCP traffic on port 31
Allow TCP traffic on port 33
Allow TCP traffic on port 36
Allow TCP traffic on port 37
Allow TCP traffic on port 39
Allow TCP traffic on port 40
Allow TCP traffic on port 41
Allow TCP traffic on port 43
Allow TCP traffic on port 44
Allow TCP traffic on port 45
Allow TCP traffic on port 51
Allow TCP traffic on port 53
Allow TCP traffic on port 54
Allow TCP traffic on port 55
Allow TCP traffic on port 56
Allow TCP traffic on port 57
Allow TCP traffic on port 59
Allow TCP traffic on port 61
Allow TCP traffic on port 62
Allow TCP traffic on port 63
Allow TCP traffic on port 65
Allow TCP traffic on port 67
Allow TCP traffic on port 69
Allow TCP traffic on port 70
Allow TCP traffic on port 72
Allow TCP traffic on port 74
Allow TCP traffic on port 75
Allow TCP traffic on port 76
Allow TCP traffic on port 77
Allow TCP traffic on port 78
Allow TCP traffic on port 79
Allow TCP traffic on port 80
Allow TCP traffic on port 81
Allow TCP traffic on port 82
Allow TCP traffic on port 83
Allow TCP traffic on port 84
Allow TCP traffic on port 86
Allow TCP traffic on port 88
Allow TCP traffic on port 90
Allow TCP traffic on port 91
Allow TCP traffic on port 92
Allow TCP traffic on port 93
Allow TCP traffic on port 94
Allow TCP traffic on port 97
Allow TCP traffic on port 99
Allow TCP traffic on port 100
Allow TCP traffic on port 102
Allow TCP traffic on port 103
Allow TCP traffic on port 104
Allow TCP traffic on port 105
Allow TCP traffic on port 106
Allow TCP traffic on port 107
Allow TCP traffic on port 108
Allow TCP traffic on port 112
Allow TCP traffic on port 113
Allow TCP traffic on port 114
Allow TCP traffic on port 115
Allow TCP traffic on port 116
Allow TCP traffic on port 118
Allow TCP traffic on port 119
Allow TCP traffic on port 123
Allow TCP traffic on port 124
Allow TCP traffic on port 125
Allow TCP traffic on port 126
Allow TCP traffic on port 128
Allow TCP traffic on port 131
Allow TCP traffic on port 132
Allow TCP traffic on port 133
Allow TCP traffic on port 134
Allow TCP traffic on port 140
Allow TCP traffic on port 141
Allow TCP traffic on port 143
Allow TCP traffic on port 144
Allow TCP traffic on port 145
Allow TCP traffic on port 147
Allow TCP traffic on port 148
Allow TCP traffic on port 150
Allow TCP traffic on port 151
Allow TCP traffic on port 152
Allow TCP traffic on port 154
Allow TCP traffic on port 155
Allow TCP traffic on port 156
Allow TCP traffic on port 157
Allow TCP traffic on port 158
Allow TCP traffic on port 159
Allow TCP traffic on port 162
Allow TCP traffic on port 165
Allow TCP traffic on port 167
Allow TCP traffic on port 168
Allow TCP traffic on port 169
Allow TCP traffic on port 170
Allow TCP traffic on port 172
Allow TCP traffic on port 173
Allow TCP traffic on port 174
Allow TCP traffic on port 176
Allow TCP traffic on port 178
Allow TCP traffic on port 180
Allow TCP traffic on port 182
Allow TCP traffic on port 183
Allow TCP traffic on port 184
Allow TCP traffic on port 185
Allow TCP traffic on port 186
Allow TCP traffic on port 188
Allow TCP traffic on port 191
Allow TCP traffic on port 192
Allow TCP traffic on port 193
Allow TCP traffic on port 194
Allow TCP traffic on port 196
Allow TCP traffic on port 200
Allow TCP traffic on port 201
Allow TCP traffic on port 203
Allow TCP traffic on port 205
Allow TCP traffic on port 206
Allow TCP traffic on port 207
Allow TCP traffic on port 208
Allow TCP traffic on port 210
Allow TCP traffic on port 211
Allow TCP traffic on port 212
Allow TCP traffic on port 214
Allow TCP traffic on port 215
Allow TCP traffic on port 217
Allow TCP traffic on port 219
Allow TCP traffic on port 220
Allow TCP traffic on port 222
Allow TCP traffic on port 223
Allow TCP traffic on port 224
Allow TCP traffic on port 226
Allow TCP traffic on port 227
Allow TCP traffic on port 228
Allow TCP traffic on port 230
Allow TCP traffic on port 232
Allow TCP traffic on port 236
Allow TCP traffic on port 237
Allow TCP traffic on port 238
Allow TCP traffic on port 239
Allow TCP traffic on port 241
Allow TCP traffic on port 243
Allow TCP traffic on port 244
Allow TCP traffic on port 245
Allow TCP traffic on port 246
Allow TCP traffic on port 249
Allow TCP traffic on port 250
Allow TCP traffic on port 251
Allow TCP traffic on port 252
Allow TCP traffic on port 254
Allow TCP traffic on port 256
Allow TCP traffic on port 258
Allow TCP traffic on port 259
Allow TCP traffic on port 260
Allow TCP traffic on port 262
Allow TCP traffic on port 263
Allow TCP traffic on port 265
Allow TCP traffic on port 266
Allow TCP traffic on port 267
Allow TCP traffic on port 269
Allow TCP traffic on port 272
Allow TCP traffic on port 273
Allow TCP traffic on port 274
Allow TCP traffic on port 275
Allow TCP traffic on port 276
Allow TCP traffic on port 277
Allow TCP traffic on port 278
Allow TCP traffic on port 279
Allow TCP traffic on port 280
Allow TCP traffic on port 281
Allow TCP traffic on port 283
Allow TCP traffic on port 285
Allow TCP traffic on port 286
Allow TCP traffic on port 287
Allow TCP traffic on port 288
Allow TCP traffic on port 289
Allow TCP traffic on port 290
Allow TCP traffic on port 291
Allow TCP traffic on port 292
Allow TCP traffic on port 294
Allow TCP traffic on port 295
Allow TCP traffic on port 297
Allow TCP traffic on port 298
Allow TCP traffic on port 299
Allow TCP traffic on port 302
Allow TCP traffic on port 303
Allow TCP traffic on port 304
Allow TCP traffic on port 305
Allow TCP traffic on port 306
Allow TCP traffic on port 309
Allow TCP traffic on port 310
Allow TCP traffic on port 311
Allow TCP traffic on port 312
Allow TCP traffic on port 314
Allow TCP traffic on port 315
Allow TCP traffic on port 316
Allow TCP traffic on port 317
Allow TCP traffic on port 318
Allow TCP traffic on port 321
Allow TCP traffic on port 322
Allow TCP traffic on port 326
Allow TCP traffic on port 332
Allow TCP traffic on port 333
Allow TCP traffic on port 335
Allow TCP traffic on port 336
Allow TCP traffic on port 337
Allow TCP traffic on port 338
Allow TCP traffic on port 340
Allow TCP traffic on port 341
Allow TCP traffic on port 342
Allow TCP traffic on port 346
Allow TCP traffic on port 347
Allow TCP traffic on port 350
Allow TCP traffic on port 351
Allow TCP traffic on port 352
Allow TCP traffic on port 354
Allow TCP traffic on port 355
Allow TCP traffic on port 357
Allow TCP traffic on port 360
Allow TCP traffic on port 362
Allow TCP traffic on port 364
Allow TCP traffic on port 365
Allow TCP traffic on port 366
Allow TCP traffic on port 367
Allow TCP traffic on port 369
Allow TCP traffic on port 370
Allow TCP traffic on port 371
Allow TCP traffic on port 372
Allow TCP traffic on port 373
Allow TCP traffic on port 375
Allow TCP traffic on port 377
Allow TCP traffic on port 378
Allow TCP traffic on port 379
Allow TCP traffic on port 380
Allow TCP traffic on port 382
Allow TCP traffic on port 387
Allow TCP traffic on port 388
Allow TCP traffic on port 390
Allow TCP traffic on port 391
Allow TCP traffic on port 392
Allow TCP traffic on port 398
Allow TCP traffic on port 399
Allow TCP traffic on port 401
